ENSG_id	LFC	gene_symbol
ENSG00000134755	-0.066963765	DSC2
ENSG00000165782	-0.066948108	TMEM55B
ENSG00000131089	-0.066768411	ARHGEF9
ENSG00000215086	-0.066767988	NPM1P24
ENSG00000266904	-0.066636153	LINC00663
ENSG00000142252	-0.066587265	GEMIN7
ENSG00000116761	-0.066541469	CTH
ENSG00000186940	-0.066515076	CHCHD2P9
ENSG00000136631	-0.0664308	VPS45
ENSG00000131115	-0.06639629	ZNF227
ENSG00000108298	-0.066218272	RPL19
ENSG00000101407	-0.066106927	TTI1
ENSG00000096746	-0.065995875	HNRNPH3
ENSG00000092140	-0.065813686	G2E3
ENSG00000109171	-0.065810428	SLAIN2
ENSG00000167515	-0.065729803	TRAPPC2L
ENSG00000238910	-0.065718961	snoU13
ENSG00000131795	-0.065634149	RBM8A
ENSG00000126821	-0.065616914	SGPP1
ENSG00000068120	-0.065590694	COASY
ENSG00000223396	-0.065589929	RPS10P7
ENSG00000163435	-0.065554923	ELF3
ENSG00000213793	-0.065506161	ZNF888
ENSG00000164331	-0.065436837	ANKRA2
ENSG00000185834	-0.065388992	RPL12P4
ENSG00000149480	-0.065294739	MTA2
ENSG00000117500	-0.065288543	TMED5
ENSG00000135926	-0.065119987	TMBIM1
ENSG00000075413	-0.065109573	MARK3
ENSG00000263826	-0.065066303	RP11-573D15.9
ENSG00000198551	-0.065044846	ZNF627
ENSG00000267002	-0.065036802	RP11-242D8.1
ENSG00000181467	-0.065035554	RAP2B
ENSG00000213290	-0.064993938	PGK1P2
ENSG00000108474	-0.064960128	PIGL
ENSG00000127399	-0.064938165	LRRC61
ENSG00000105479	-0.064635072	CCDC114
ENSG00000151576	-0.064556588	QTRTD1
ENSG00000178409	-0.064542645	BEND3
ENSG00000076043	-0.064491529	REXO2
ENSG00000139372	-0.06448521	TDG
ENSG00000170100	-0.064402597	ZNF778
ENSG00000123728	-0.064202723	RAP2C
ENSG00000159363	-0.064148954	ATP13A2
ENSG00000135919	-0.064106104	SERPINE2
ENSG00000132199	-0.06410456	ENOSF1
ENSG00000104756	-0.064038077	KCTD9
ENSG00000116017	-0.064025159	ARID3A
ENSG00000083099	-0.063998465	LYRM2
ENSG00000100814	-0.063658638	CCNB1IP1
ENSG00000188215	-0.063630623	DCUN1D3
ENSG00000143751	-0.063630416	SDE2
ENSG00000140367	-0.063549585	UBE2Q2
ENSG00000151151	-0.063546208	IPMK
ENSG00000232460	-0.063482231	BMPR1APS2
ENSG00000087253	-0.0633776	LPCAT2
ENSG00000198824	-0.063317792	CHAMP1
ENSG00000121864	-0.063317251	ZNF639
ENSG00000125812	-0.063282332	GZF1
ENSG00000047230	-0.063142579	CTPS2
ENSG00000231686	-0.063068716	RP1-203P18.1
ENSG00000102158	-0.062991359	MAGT1
ENSG00000137944	-0.062828496	CCBL2
ENSG00000169740	-0.062772968	ZNF32
ENSG00000101695	-0.062756418	RNF125
ENSG00000135845	-0.06274616	PIGC
ENSG00000117528	-0.062740645	ABCD3
ENSG00000145337	-0.062725317	PYURF
ENSG00000170085	-0.062389384	SIMC1
ENSG00000197958	-0.06234542	RPL12
ENSG00000106948	-0.062220386	AKNA
ENSG00000142632	-0.062125023	ARHGEF19
ENSG00000108061	-0.062032937	SHOC2
ENSG00000151466	-0.062000323	SCLT1
ENSG00000083845	-0.061883123	RPS5
ENSG00000139233	-0.061855792	LLPH
ENSG00000123562	-0.061832131	MORF4L2
ENSG00000144867	-0.061791335	SRPRB
ENSG00000101150	-0.061635467	TPD52L2
ENSG00000027697	-0.061624498	IFNGR1
ENSG00000117868	-0.061409315	ESYT2
ENSG00000163376	-0.061362358	KBTBD8
ENSG00000186660	-0.061328018	ZFP91
ENSG00000049759	-0.061123082	NEDD4L
ENSG00000164402	-0.061109148	8-Sep
ENSG00000198700	-0.061105343	IPO9
ENSG00000136940	-0.061065795	PDCL
ENSG00000155463	-0.060958697	OXA1L
ENSG00000189067	-0.060860217	LITAF
ENSG00000187098	-0.060529041	MITF
ENSG00000108883	-0.060445082	EFTUD2
ENSG00000041353	-0.060383088	RAB27B
ENSG00000160145	-0.060370785	KALRN
ENSG00000254093	-0.060323404	PINX1
ENSG00000083444	-0.06027346	PLOD1
ENSG00000113734	-0.060179063	BNIP1
ENSG00000061936	-0.060079084	SFSWAP
ENSG00000177119	-0.060074847	ANO6
ENSG00000236810	-0.060008699	RP5-886K2.3
ENSG00000162813	-0.05998702	BPNT1
ENSG00000200087	-0.05995314	SNORA73B
ENSG00000113593	-0.059785241	PPWD1
ENSG00000185269	-0.059691976	NOTUM
ENSG00000130066	-0.059659537	SAT1
ENSG00000102710	-0.059575341	SUPT20H
ENSG00000172663	-0.059557022	TMEM134
ENSG00000163602	-0.059446501	RYBP
ENSG00000185163	-0.059359222	DDX51
ENSG00000115942	-0.059334175	ORC2
ENSG00000154957	-0.059034799	ZNF18
ENSG00000196236	-0.058958516	XPNPEP3
ENSG00000177943	-0.058852572	MAMDC4
ENSG00000166855	-0.058810018	CLPX
ENSG00000151532	-0.058752717	VTI1A
ENSG00000038358	-0.058674318	EDC4
ENSG00000126746	-0.058620857	ZNF384
ENSG00000169018	-0.0586124	FEM1B
ENSG00000197713	-0.058609877	RPE
ENSG00000117318	-0.058543979	ID3
ENSG00000240280	-0.058519779	TCAM1P
ENSG00000006194	-0.058511341	ZNF263
ENSG00000164638	-0.058476981	SLC29A4
ENSG00000151694	-0.058462846	ADAM17
ENSG00000166557	-0.058320415	TMED3
ENSG00000058453	-0.058278739	CROCC
ENSG00000183386	-0.058235853	FHL3
ENSG00000213903	-0.058214593	LTB4R
ENSG00000103495	-0.058150878	MAZ
ENSG00000080200	-0.058139353	CRYBG3
ENSG00000011009	-0.058137359	LYPLA2
ENSG00000100711	-0.058089523	ZFYVE21
ENSG00000132286	-0.058022097	TIMM10B
ENSG00000012171	-0.058004806	SEMA3B
ENSG00000070961	-0.057984581	ATP2B1
ENSG00000165684	-0.05791372	SNAPC4
ENSG00000133131	-0.057868166	MORC4
ENSG00000259153	-0.057846592	RP6-65G23.3
ENSG00000136243	-0.057843739	NUPL2
ENSG00000177602	-0.05763977	GSG2
ENSG00000254614	-0.057471327	AP003068.23
ENSG00000240024	-0.057471058	LINC00888
ENSG00000132141	-0.057343114	CCT6B
ENSG00000104218	-0.057103669	CSPP1
ENSG00000090097	-0.057003788	PCBP4
ENSG00000204604	-0.056967185	ZNF468
ENSG00000127527	-0.056964994	EPS15L1
ENSG00000023191	-0.05694297	RNH1
ENSG00000165688	-0.056939792	PMPCA
ENSG00000196792	-0.056789948	STRN3
ENSG00000197622	-0.056774008	CDC42SE1
ENSG00000130741	-0.056726883	EIF2S3
ENSG00000228502	-0.056662727	EEF1A1P11
ENSG00000163479	-0.056606178	SSR2
ENSG00000154473	-0.056517522	BUB3
ENSG00000197226	-0.056499468	TBC1D9B
ENSG00000166888	-0.056275268	STAT6
ENSG00000134152	-0.056261729	KATNBL1
ENSG00000170190	-0.056214569	SLC16A5
ENSG00000114904	-0.05621203	NEK4
ENSG00000101220	-0.056197054	C20orf27
ENSG00000148444	-0.056058911	COMMD3
ENSG00000256268	-0.05602874	RP11-221N13.3
ENSG00000225357	-0.055795758	RPF2P1
ENSG00000138071	-0.055719472	ACTR2
ENSG00000146232	-0.055693983	NFKBIE
ENSG00000011405	-0.055639946	PIK3C2A
ENSG00000183726	-0.055467275	TMEM50A
ENSG00000138614	-0.055398773	VWA9
ENSG00000160336	-0.055338186	ZNF761
ENSG00000133488	-0.05522703	SEC14L4
ENSG00000102805	-0.055216159	CLN5
ENSG00000168288	-0.055205957	MMADHC
ENSG00000138785	-0.055199084	INTS12
ENSG00000113838	-0.055173932	TBCCD1
ENSG00000143486	-0.055129128	EIF2D
ENSG00000160803	-0.055116486	UBQLN4
ENSG00000232842	-0.055073337	RP5-961K14.1
ENSG00000111707	-0.055051168	SUDS3
ENSG00000001561	-0.055007202	ENPP4
ENSG00000235944	-0.054937477	ZNF815P
ENSG00000197119	-0.054860472	SLC25A29
ENSG00000140876	-0.054854816	NUDT7
ENSG00000003147	-0.054852038	ICA1
ENSG00000023171	-0.054817209	GRAMD1B
ENSG00000183576	-0.054747248	SETD3
ENSG00000180900	-0.054736216	SCRIB
ENSG00000125352	-0.054540483	RNF113A
ENSG00000181090	-0.054505023	EHMT1
ENSG00000176102	-0.05449766	CSTF3
ENSG00000186007	-0.054490421	LEMD1
ENSG00000173890	-0.054471651	GPR160
ENSG00000172315	-0.054364632	TP53RK
ENSG00000111665	-0.054301911	CDCA3
ENSG00000213771	-0.054215967	KRT8P37
ENSG00000132109	-0.054150109	TRIM21
ENSG00000139354	-0.054129717	GAS2L3
ENSG00000175213	-0.054074045	ZNF408
ENSG00000125843	-0.053960156	AP5S1
ENSG00000174796	-0.053747681	THAP6
ENSG00000084754	-0.05371015	HADHA
ENSG00000120265	-0.053552486	PCMT1
ENSG00000136560	-0.053454739	TANK
ENSG00000184924	-0.053331862	PTRHD1
ENSG00000134815	-0.053255888	DHX34
ENSG00000218227	-0.053097173	RP11-889L3.1
ENSG00000085871	-0.053036119	MGST2
ENSG00000244005	-0.052982518	NFS1
ENSG00000139793	-0.052887702	MBNL2
ENSG00000149313	-0.052563301	AASDHPPT
ENSG00000197457	-0.052539115	STMN3
ENSG00000163113	-0.052494672	OTUD7B
ENSG00000253982	-0.052472398	CTD-2336O2.1
ENSG00000148450	-0.05244401	MSRB2
ENSG00000088727	-0.052231029	KIF9
ENSG00000067704	-0.052104738	IARS2
ENSG00000010803	-0.052070052	SCMH1
ENSG00000101146	-0.052018782	RAE1
ENSG00000205413	-0.051980503	SAMD9
ENSG00000108774	-0.051889749	RAB5C
ENSG00000141141	-0.051883968	DDX52
ENSG00000118263	-0.051796544	KLF7
ENSG00000164687	-0.051571747	FABP5
ENSG00000241741	-0.051402558	RPL7AP30
ENSG00000136936	-0.05137841	XPA
ENSG00000142192	-0.051164702	APP
ENSG00000107443	-0.051085264	CCNJ
ENSG00000167257	-0.051070448	RNF214
ENSG00000136897	-0.050915055	MRPL50
ENSG00000146109	-0.050911554	ABT1
ENSG00000143162	-0.050800911	CREG1
ENSG00000155085	-0.050797071	AK9
ENSG00000166333	-0.050765714	ILK
ENSG00000120159	-0.05075203	CAAP1
ENSG00000085998	-0.05067655	POMGNT1
ENSG00000147010	-0.050662554	SH3KBP1
ENSG00000131171	-0.050624132	SH3BGRL
ENSG00000117399	-0.050618094	CDC20
ENSG00000172382	-0.050462422	PRSS27
ENSG00000101337	-0.0504259	TM9SF4
ENSG00000151332	-0.050416215	MBIP
ENSG00000161847	-0.05033435	RAVER1
ENSG00000099899	-0.050308243	TRMT2A
ENSG00000163125	-0.050263977	RPRD2
ENSG00000157349	-0.050197431	DDX19B
ENSG00000179431	-0.050123399	FJX1
ENSG00000101190	-0.050112465	TCFL5
ENSG00000240376	-0.050019996	RP11-36C20.1
ENSG00000173875	-0.049960316	ZNF791
ENSG00000165119	-0.049942853	HNRNPK
ENSG00000213551	-0.049925555	DNAJC9
ENSG00000136877	-0.049819028	FPGS
ENSG00000106049	-0.049806228	HIBADH
ENSG00000101974	-0.049354779	ATP11C
ENSG00000160404	-0.049287621	TOR2A
ENSG00000215417	-0.049081419	MIR17HG
ENSG00000260526	-0.049080904	RP11-73K9.2
ENSG00000172500	-0.048960951	FIBP
ENSG00000137106	-0.048851928	GRHPR
ENSG00000136802	-0.048841814	LRRC8A
ENSG00000067248	-0.04879976	DHX29
ENSG00000231312	-0.048727226	AC007246.3
ENSG00000136738	-0.048726996	STAM
ENSG00000102024	-0.048724425	PLS3
ENSG00000160695	-0.04870737	VPS11
ENSG00000135597	-0.048634243	REPS1
ENSG00000016391	-0.048550148	CHDH
ENSG00000257267	-0.048522706	ZNF271
ENSG00000108465	-0.048471787	CDK5RAP3
ENSG00000157500	-0.048407544	APPL1
ENSG00000062485	-0.048387972	CS
ENSG00000100888	-0.048309617	CHD8
ENSG00000160293	-0.048180386	VAV2
ENSG00000157429	-0.048087329	ZNF19
ENSG00000146067	-0.048086975	FAM193B
ENSG00000164889	-0.047969599	SLC4A2
ENSG00000141580	-0.047961849	WDR45B
ENSG00000183020	-0.047925307	AP2A2
ENSG00000102786	-0.047911119	INTS6
ENSG00000168071	-0.047834286	CCDC88B
ENSG00000143819	-0.047801693	EPHX1
ENSG00000065485	-0.04772533	PDIA5
ENSG00000250317	-0.047689919	SMIM20
ENSG00000189144	-0.047639334	ZNF573
ENSG00000111790	-0.047506705	FGFR1OP2
ENSG00000232388	-0.047480655	LINC00493
ENSG00000177144	-0.047450143	NUDT4P1
ENSG00000152219	-0.04742845	ARL14EP
ENSG00000113282	-0.047396198	CLINT1
ENSG00000246273	-0.047350148	SBF2-AS1
ENSG00000224870	-0.047298204	RP4-758J18.2
ENSG00000136628	-0.047178079	EPRS
ENSG00000141452	-0.047023126	C18orf8
ENSG00000241685	-0.046997054	ARPC1A
ENSG00000160685	-0.046968428	ZBTB7B
ENSG00000033800	-0.046960577	PIAS1
ENSG00000139725	-0.046882939	RHOF
ENSG00000113194	-0.046857738	FAF2
ENSG00000183780	-0.046856048	SLC35F3
ENSG00000171606	-0.046783795	ZNF274
ENSG00000099385	-0.04675843	BCL7C
ENSG00000158417	-0.046717312	EIF5B
ENSG00000166415	-0.046677384	WDR72
ENSG00000083168	-0.046631608	KAT6A
ENSG00000131165	-0.046560209	CHMP1A
ENSG00000132467	-0.046553581	UTP3
ENSG00000143842	-0.046415141	SOX13
ENSG00000159399	-0.046360882	HK2
ENSG00000197106	-0.046328465	SLC6A17
ENSG00000177045	-0.046249898	SIX5
ENSG00000187730	-0.046017551	GABRD
ENSG00000170043	-0.045873087	TRAPPC1
ENSG00000086200	-0.045813288	IPO11
ENSG00000165704	-0.04579067	HPRT1
ENSG00000232882	-0.045662311	PHKA1P1
ENSG00000130489	-0.04561975	SCO2
ENSG00000136536	-0.04545657	7-Mar
ENSG00000166822	-0.045086952	TMEM170A
ENSG00000181019	-0.045045345	NQO1
ENSG00000161204	-0.045044423	ABCF3
ENSG00000177685	-0.045033087	EFCAB4A
ENSG00000172403	-0.045007739	SYNPO2
ENSG00000234741	-0.044945824	GAS5
ENSG00000213593	-0.044914825	TMX2
ENSG00000141447	-0.044902254	OSBPL1A
ENSG00000132740	-0.044653638	IGHMBP2
ENSG00000143106	-0.044633525	PSMA5
ENSG00000179833	-0.044447577	SERTAD2
ENSG00000132182	-0.044428501	NUP210
ENSG00000143578	-0.044399607	CREB3L4
ENSG00000092098	-0.044280364	RNF31
ENSG00000181894	-0.044246205	ZNF329
ENSG00000261455	-0.04419414	LINC01003
ENSG00000204852	-0.044043076	TCTN1
ENSG00000241058	-0.043973333	NSUN6
ENSG00000125257	-0.043973313	ABCC4
ENSG00000204856	-0.043966344	FAM216A
ENSG00000078319	-0.043945456	PMS2P1
ENSG00000163605	-0.043918141	PPP4R2
ENSG00000112167	-0.043888987	SAYSD1
ENSG00000224789	-0.043824947	AC012363.4
ENSG00000172590	-0.043738011	MRPL52
ENSG00000129187	-0.043584215	DCTD
ENSG00000109111	-0.043581023	SUPT6H
ENSG00000184432	-0.043523689	COPB2
ENSG00000116254	-0.043517794	CHD5
ENSG00000131508	-0.043311604	UBE2D2
ENSG00000120158	-0.043220825	RCL1
ENSG00000100504	-0.043096632	PYGL
ENSG00000103707	-0.042859638	MTFMT
ENSG00000185404	-0.042794356	SP140L
ENSG00000132388	-0.042693239	UBE2G1
ENSG00000232485	-0.04258851	AC098820.3
ENSG00000139505	-0.042581663	MTMR6
ENSG00000080371	-0.042414104	RAB21
ENSG00000171148	-0.042327076	TADA3
ENSG00000004059	-0.042263313	ARF5
ENSG00000153443	-0.042242009	UBALD1
ENSG00000136021	-0.042217167	SCYL2
ENSG00000166689	-0.042208872	PLEKHA7
ENSG00000188186	-0.042190529	LAMTOR4
ENSG00000183171	-0.041812088	RP11-49C9.2
ENSG00000064607	-0.041810991	SUGP2
ENSG00000116096	-0.041766983	SPR
ENSG00000153237	-0.041709133	CCDC148
ENSG00000153317	-0.041697195	ASAP1
ENSG00000116237	-0.041690033	ICMT
ENSG00000178974	-0.041662135	FBXO34
ENSG00000187778	-0.041616576	MCRS1
ENSG00000253626	-0.041572092	EIF5AL1
ENSG00000174276	-0.041552594	ZNHIT2
ENSG00000130768	-0.041502246	SMPDL3B
ENSG00000261997	-0.041466034	RP11-212I21.4
ENSG00000117682	-0.041421095	DHDDS
ENSG00000172007	-0.041252822	RAB33B
ENSG00000096060	-0.041239646	FKBP5
ENSG00000137474	-0.041228338	MYO7A
ENSG00000115694	-0.041193612	STK25
ENSG00000246705	-0.041178518	H2AFJ
ENSG00000145545	-0.041077346	SRD5A1
ENSG00000001167	-0.04107264	NFYA
ENSG00000111319	-0.04105635	SCNN1A
ENSG00000100395	-0.041048532	L3MBTL2
ENSG00000126216	-0.040873211	TUBGCP3
ENSG00000079785	-0.040860458	DDX1
ENSG00000136986	-0.040843799	DERL1
ENSG00000077721	-0.040765258	UBE2A
ENSG00000186468	-0.040750149	RPS23
ENSG00000125844	-0.040564164	RRBP1
ENSG00000182325	-0.040549339	FBXL6
ENSG00000137996	-0.040502073	RTCA
ENSG00000226121	-0.040489503	AHCTF1P1
ENSG00000113966	-0.0404849	ARL6
ENSG00000149591	-0.040481097	TAGLN
ENSG00000074356	-0.040341944	C17orf85
ENSG00000005302	-0.040264616	MSL3
ENSG00000135655	-0.040258033	USP15
ENSG00000107175	-0.040250778	CREB3
ENSG00000142459	-0.040239501	EVI5L
ENSG00000118096	-0.040116624	IFT46
ENSG00000125503	-0.040058965	PPP1R12C
ENSG00000197894	-0.039925078	ADH5
ENSG00000112763	-0.039783568	BTN2A1
ENSG00000105755	-0.03976068	ETHE1
ENSG00000152078	-0.039748638	TMEM56
ENSG00000070081	-0.039655899	NUCB2
ENSG00000159884	-0.039620056	CCDC107
ENSG00000116514	-0.039498459	RNF19B
ENSG00000188419	-0.039450971	CHM
ENSG00000144468	-0.039436929	RHBDD1
ENSG00000136856	-0.03941087	SLC2A8
ENSG00000140006	-0.039238115	WDR89
ENSG00000128656	-0.039167001	CHN1
ENSG00000138669	-0.039144221	PRKG2
ENSG00000167081	-0.038959172	PBX3
ENSG00000185619	-0.038789888	PCGF3
ENSG00000131778	-0.038783626	CHD1L
ENSG00000183186	-0.038763917	C2CD4C
ENSG00000011260	-0.038762168	UTP18
ENSG00000113811	-0.038667922	SELK
ENSG00000127989	-0.038617319	MTERF
ENSG00000163161	-0.038547672	ERCC3
ENSG00000102078	-0.038467088	SLC25A14
ENSG00000161654	-0.03845649	LSM12
ENSG00000159176	-0.038437231	CSRP1
ENSG00000111481	-0.038255579	COPZ1
ENSG00000123178	-0.03824595	SPRYD7
ENSG00000261094	-0.038212783	RP11-355O1.11
ENSG00000050748	-0.037976155	MAPK9
ENSG00000162458	-0.037877006	FBLIM1
ENSG00000105220	-0.037790809	GPI
ENSG00000103978	-0.037783186	TMEM87A
ENSG00000107863	-0.037727991	ARHGAP21
ENSG00000170638	-0.0376543	TRABD
ENSG00000160410	-0.037527607	SHKBP1
ENSG00000162441	-0.037353683	LZIC
ENSG00000168491	-0.037240784	CCDC110
ENSG00000143776	-0.037240628	CDC42BPA
ENSG00000260063	-0.037200211	RP5-968P14.2
ENSG00000161036	-0.037162879	LRWD1
ENSG00000188158	-0.037129151	NHS
ENSG00000189221	-0.037123888	MAOA
ENSG00000065361	-0.036948504	ERBB3
ENSG00000117362	-0.036710315	APH1A
ENSG00000170004	-0.036645723	CHD3
ENSG00000106351	-0.03662698	AGFG2
ENSG00000133706	-0.03659004	LARS
ENSG00000163710	-0.036528139	PCOLCE2
ENSG00000135451	-0.036408392	TROAP
ENSG00000109220	-0.036404278	CHIC2
ENSG00000132819	-0.036381569	RBM38
ENSG00000077380	-0.036353004	DYNC1I2
ENSG00000163399	-0.03629371	ATP1A1
ENSG00000115514	-0.036281608	TXNDC9
ENSG00000135299	-0.036250789	ANKRD6
ENSG00000135801	-0.036120609	TAF5L
ENSG00000232119	-0.036049091	MCTS1
ENSG00000196208	-0.036004269	GREB1
ENSG00000047315	-0.035852032	POLR2B
ENSG00000164932	-0.035830838	CTHRC1
ENSG00000129474	-0.035684003	AJUBA
ENSG00000183196	-0.035644995	CHST6
ENSG00000101363	-0.035385828	MANBAL
ENSG00000076554	-0.035320231	TPD52
ENSG00000090263	-0.035264811	MRPS33
ENSG00000141380	-0.035219796	SS18
ENSG00000137500	-0.035187842	CCDC90B
ENSG00000177954	-0.035122205	RPS27
ENSG00000151689	-0.034977791	INPP1
ENSG00000185168	-0.034753553	LINC00482
ENSG00000178035	-0.034718994	IMPDH2
ENSG00000134138	-0.034654945	MEIS2
ENSG00000157224	-0.034649381	CLDN12
ENSG00000139160	-0.034647845	METTL20
ENSG00000204219	-0.034571687	TCEA3
ENSG00000243015	-0.034444892	RN7SL737P
ENSG00000104835	-0.03435084	SARS2
ENSG00000085733	-0.034301107	CTTN
ENSG00000060069	-0.034274369	CTDP1
ENSG00000049883	-0.034128539	PTCD2
ENSG00000054267	-0.034014175	ARID4B
ENSG00000141458	-0.03393879	NPC1
ENSG00000132004	-0.033796714	FBXW9
ENSG00000148814	-0.033775849	LRRC27
ENSG00000180530	-0.033733958	NRIP1
ENSG00000130363	-0.033692318	RSPH3
ENSG00000235376	-0.033641625	RPEL1
ENSG00000206077	-0.033637078	ZDHHC11B
ENSG00000006715	-0.033615995	VPS41
ENSG00000137936	-0.033477346	BCAR3
ENSG00000162736	-0.033350581	NCSTN
ENSG00000163512	-0.033245053	AZI2
ENSG00000154822	-0.033161219	PLCL2
ENSG00000255121	-0.033096161	RP11-110I1.12
ENSG00000075643	-0.033051074	MOCOS
ENSG00000122203	-0.032843992	KIAA1191
ENSG00000076242	-0.03267096	MLH1
ENSG00000100485	-0.032616816	SOS2
ENSG00000197933	-0.032604773	ZNF823
ENSG00000116754	-0.032599975	SRSF11
ENSG00000103502	-0.032428732	CDIPT
ENSG00000143319	-0.03237003	ISG20L2
ENSG00000213390	-0.032057821	ARHGAP19
ENSG00000164347	-0.031969778	GFM2
ENSG00000160072	-0.031924593	ATAD3B
ENSG00000170417	-0.031885749	TMEM182
ENSG00000166938	-0.031872276	DIS3L
ENSG00000155545	-0.03186204	MIER3
ENSG00000205339	-0.031809737	IPO7
ENSG00000168036	-0.031637111	CTNNB1
ENSG00000106089	-0.031516158	STX1A
ENSG00000186184	-0.031514226	POLR1D
ENSG00000150433	-0.031513748	TMEM218
ENSG00000067596	-0.0313818	DHX8
ENSG00000163281	-0.031370532	GNPDA2
ENSG00000081059	-0.0312283	TCF7
ENSG00000142449	-0.031217177	FBN3
ENSG00000135093	-0.031151144	USP30
ENSG00000005801	-0.031128614	ZNF195
ENSG00000100324	-0.031117049	TAB1
ENSG00000137198	-0.031096292	GMPR
ENSG00000184731	-0.031068146	FAM110C
ENSG00000144655	-0.031057841	CSRNP1
ENSG00000111275	-0.030943597	ALDH2
ENSG00000260807	-0.030901216	RP11-161M6.2
ENSG00000101367	-0.030848136	MAPRE1
ENSG00000241878	-0.030806421	PISD
ENSG00000126267	-0.030669175	COX6B1
ENSG00000198081	-0.030627201	ZBTB14
ENSG00000077235	-0.030463328	GTF3C1
ENSG00000164258	-0.030342234	NDUFS4
ENSG00000177432	-0.030306638	NAP1L5
ENSG00000270172	-0.030283524	RP5-1024G6.8
ENSG00000104356	-0.030160559	POP1
ENSG00000126858	-0.030050835	RHOT1
ENSG00000147123	-0.030050028	NDUFB11
ENSG00000203644	-0.029971955	AC083799.1
ENSG00000069849	-0.029728802	ATP1B3
ENSG00000131408	-0.029630244	NR1H2
ENSG00000134909	-0.029583809	ARHGAP32
ENSG00000196639	-0.029558492	HRH1
ENSG00000261360	-0.029512707	CTD-2165H16.4
ENSG00000272853	-0.029504555	RP11-398C13.6
ENSG00000205595	-0.029458511	AREGB
ENSG00000166710	-0.02939361	B2M
ENSG00000167543	-0.029232949	TP53I13
ENSG00000101158	-0.029203476	NELFCD
ENSG00000125434	-0.029193504	SLC25A35
ENSG00000139291	-0.029076551	TMEM19
ENSG00000105948	-0.029070819	TTC26
ENSG00000148843	-0.028858754	PDCD11
ENSG00000170161	-0.028789627	RP11-262H14.4
ENSG00000106484	-0.028729645	MEST
ENSG00000048028	-0.028651939	USP28
ENSG00000075218	-0.028413083	GTSE1
ENSG00000254999	-0.028342851	BRK1
ENSG00000244041	-0.028338793	LINC01011
ENSG00000138686	-0.028325651	BBS7
ENSG00000266910	-0.028258862	CTC-448F2.6
ENSG00000167173	-0.028201865	C15orf39
ENSG00000257913	-0.028111804	RP11-386G11.5
ENSG00000123136	-0.028079292	DDX39A
ENSG00000158402	-0.028069333	CDC25C
ENSG00000099204	-0.028022561	ABLIM1
ENSG00000125821	-0.027771843	DTD1
ENSG00000146830	-0.027760626	GIGYF1
ENSG00000179526	-0.027749562	SHARPIN
ENSG00000155906	-0.027646678	RMND1
ENSG00000161958	-0.027604893	FGF11
ENSG00000242294	-0.027555746	STAG3L5P
ENSG00000135211	-0.027548966	TMEM60
ENSG00000121897	-0.027475999	LIAS
ENSG00000103642	-0.027097474	LACTB
ENSG00000242193	-0.027024657	RP11-568K15.1
ENSG00000138735	-0.026959337	PDE5A
ENSG00000151917	-0.02692178	BEND6
ENSG00000211455	-0.026913278	STK38L
ENSG00000125827	-0.026885226	TMX4
ENSG00000142330	-0.026875872	CAPN10
ENSG00000113119	-0.026867077	TMCO6
ENSG00000138134	-0.026786766	STAMBPL1
ENSG00000254602	-0.026644473	AP000662.4
ENSG00000156587	-0.026447118	UBE2L6
ENSG00000265298	-0.026385933	RP13-104F24.3
ENSG00000166199	-0.026373032	ALKBH3
ENSG00000184661	-0.026334021	CDCA2
ENSG00000164151	-0.026277536	KIAA0947
ENSG00000187210	-0.026129882	GCNT1
ENSG00000106392	-0.026067027	C1GALT1
ENSG00000105640	-0.026015439	RPL18A
ENSG00000139218	-0.025789412	SCAF11
ENSG00000159111	-0.025754493	MRPL10
ENSG00000050130	-0.025688673	JKAMP
ENSG00000230409	-0.02563689	TCEA1P2
ENSG00000121671	-0.025601968	CRY2
ENSG00000165389	-0.025368003	SPTSSA
ENSG00000137409	-0.025248455	MTCH1
ENSG00000125871	-0.025227426	MGME1
ENSG00000132603	-0.024988306	NIP7
ENSG00000185236	-0.024981752	RAB11B
ENSG00000102978	-0.024974635	POLR2C
ENSG00000198689	-0.024949122	SLC9A6
ENSG00000095139	-0.024923293	ARCN1
ENSG00000174564	-0.024856891	IL20RB
ENSG00000253704	-0.024615011	RP11-267M23.4
ENSG00000165914	-0.02461498	TTC7B
ENSG00000240891	-0.024501798	PLCXD2
ENSG00000103067	-0.024441773	ESRP2
ENSG00000111737	-0.024202302	RAB35
ENSG00000125743	-0.02409104	SNRPD2
ENSG00000152556	-0.02402328	PFKM
ENSG00000003989	-0.023978801	SLC7A2
ENSG00000197822	-0.023819337	OCLN
ENSG00000176371	-0.023727521	ZSCAN2
ENSG00000175283	-0.023677013	DOLK
ENSG00000249550	-0.023641434	RP11-438N16.1
ENSG00000269858	-0.023633273	EGLN2
ENSG00000239559	-0.023578499	RPL37P2
ENSG00000001084	-0.023481697	GCLC
ENSG00000076321	-0.023481503	KLHL20
ENSG00000111880	-0.023445412	RNGTT
ENSG00000138604	-0.023416905	GLCE
ENSG00000100292	-0.023295702	HMOX1
ENSG00000166595	-0.023220612	FAM96B
ENSG00000168887	-0.023207041	C2orf68
ENSG00000244701	-0.023156045	RP5-894A10.2
ENSG00000155100	-0.023128807	OTUD6B
ENSG00000092841	-0.02307085	MYL6
ENSG00000183647	-0.023062335	ZNF530
ENSG00000130299	-0.022962491	GTPBP3
